,STATE,LGA,CANDIDATE,PARTY,VOTES
426,Adamawa,Hong,Adenuga Sunday Oluwafemi,BP,
427,Adamawa,Hong,Osakwe Felix Johnson,NRM,
428,Adamawa,Hong,Abiola Latifu Kolawole,PRP,
429,Adamawa,Hong,Adebayo Adewole Ebenezer,SDP,
430,Adamawa,Hong,Ado-Ibrahim Abdulmalik,YPP,
431,Adamawa,Hong,Nwanyanwu Daniel Daberechukwu,ZLP,
432,Adamawa,Jada,Tinubu Bola Ahmed,APC,
433,Adamawa,Jada,Abubakar Atiku,PDP,
434,Adamawa,Jada,Obi Peter Gregory,LP,
435,Adamawa,Jada,Musa Mohammed Rabiu Kwankwaso,NNPP,
436,Adamawa,Jada,Kachikwu Dumebi,ADC,
437,Adamawa,Jada,Umeadi Peter Nnanna Chukwudi,APGA,
438,Adamawa,Jada,Sani Yabagi Yusuf,ADP,
439,Adamawa,Jada,Imumolen Irene Christopher,A,
440,Adamawa,Jada,Almustapha Hamza,AA,
441,Adamawa,Jada,Sowore Omoyele Stephen,AAC,
442,Adamawa,Jada,Ojei Princess Chichi,APM,
443,Adamawa,Jada,Nnadi Charles Osita,APP,
444,Adamawa,Jada,Adenuga Sunday Oluwafemi,BP,
445,Adamawa,Jada,Osakwe Felix Johnson,NRM,
446,Adamawa,Jada,Abiola Latifu Kolawole,PRP,
447,Adamawa,Jada,Adebayo Adewole Ebenezer,SDP,
448,Adamawa,Jada,Ado-Ibrahim Abdulmalik,YPP,
449,Adamawa,Jada,Nwanyanwu Daniel Daberechukwu,ZLP,
450,Adamawa,Lamurde,Tinubu Bola Ahmed,APC,3645
451,Adamawa,Lamurde,Abubakar Atiku,PDP,9912
452,Adamawa,Lamurde,Obi Peter Gregory,LP,9744
453,Adamawa,Lamurde,Musa Mohammed Rabiu Kwankwaso,NNPP,188
454,Adamawa,Lamurde,Kachikwu Dumebi,ADC,347
455,Adamawa,Lamurde,Umeadi Peter Nnanna Chukwudi,APGA,16
456,Adamawa,Lamurde,Sani Yabagi Yusuf,ADP,51
457,Adamawa,Lamurde,Imumolen Irene Christopher,A,37
458,Adamawa,Lamurde,Almustapha Hamza,AA,17
459,Adamawa,Lamurde,Sowore Omoyele Stephen,AAC,45
460,Adamawa,Lamurde,Ojei Princess Chichi,APM,13
461,Adamawa,Lamurde,Nnadi Charles Osita,APP,5
462,Adamawa,Lamurde,Adenuga Sunday Oluwafemi,BP,31
463,Adamawa,Lamurde,Osakwe Felix Johnson,NRM,40
464,Adamawa,Lamurde,Abiola Latifu Kolawole,PRP,18
465,Adamawa,Lamurde,Adebayo Adewole Ebenezer,SDP,46
466,Adamawa,Lamurde,Ado-Ibrahim Abdulmalik,YPP,7
467,Adamawa,Lamurde,Nwanyanwu Daniel Daberechukwu,ZLP,91
468,Adamawa,Madagali,Tinubu Bola Ahmed,APC,4935
469,Adamawa,Madagali,Abubakar Atiku,PDP,18077
470,Adamawa,Madagali,Obi Peter Gregory,LP,4034
471,Adamawa,Madagali,Musa Mohammed Rabiu Kwankwaso,NNPP,201
472,Adamawa,Madagali,Kachikwu Dumebi,ADC,209
473,Adamawa,Madagali,Umeadi Peter Nnanna Chukwudi,APGA,76
474,Adamawa,Madagali,Sani Yabagi Yusuf,ADP,102
475,Adamawa,Madagali,Imumolen Irene Christopher,A,57
476,Adamawa,Madagali,Almustapha Hamza,AA,50
477,Adamawa,Madagali,Sowore Omoyele Stephen,AAC,65
478,Adamawa,Madagali,Ojei Princess Chichi,APM,85
479,Adamawa,Madagali,Nnadi Charles Osita,APP,51
480,Adamawa,Madagali,Adenuga Sunday Oluwafemi,BP,56
481,Adamawa,Madagali,Osakwe Felix Johnson,NRM,126
482,Adamawa,Madagali,Abiola Latifu Kolawole,PRP,56
483,Adamawa,Madagali,Adebayo Adewole Ebenezer,SDP,71
484,Adamawa,Madagali,Ado-Ibrahim Abdulmalik,YPP,69
485,Adamawa,Madagali,Nwanyanwu Daniel Daberechukwu,ZLP,104
486,Adamawa,Maiha,Tinubu Bola Ahmed,APC,
487,Adamawa,Maiha,Abubakar Atiku,PDP,
488,Adamawa,Maiha,Obi Peter Gregory,LP,
489,Adamawa,Maiha,Musa Mohammed Rabiu Kwankwaso,NNPP,
490,Adamawa,Maiha,Kachikwu Dumebi,ADC,
491,Adamawa,Maiha,Umeadi Peter Nnanna Chukwudi,APGA,
492,Adamawa,Maiha,Sani Yabagi Yusuf,ADP,
493,Adamawa,Maiha,Imumolen Irene Christopher,A,
494,Adamawa,Maiha,Almustapha Hamza,AA,
495,Adamawa,Maiha,Sowore Omoyele Stephen,AAC,
496,Adamawa,Maiha,Ojei Princess Chichi,APM,
497,Adamawa,Maiha,Nnadi Charles Osita,APP,
498,Adamawa,Maiha,Adenuga Sunday Oluwafemi,BP,
499,Adamawa,Maiha,Osakwe Felix Johnson,NRM,
500,Adamawa,Maiha,Abiola Latifu Kolawole,PRP,
501,Adamawa,Maiha,Adebayo Adewole Ebenezer,SDP,
502,Adamawa,Maiha,Ado-Ibrahim Abdulmalik,YPP,
503,Adamawa,Maiha,Nwanyanwu Daniel Daberechukwu,ZLP,
504,Adamawa,Mayo-belwa,Tinubu Bola Ahmed,APC,13271
505,Adamawa,Mayo-belwa,Abubakar Atiku,PDP,23479
506,Adamawa,Mayo-belwa,Obi Peter Gregory,LP,1392
507,Adamawa,Mayo-belwa,Musa Mohammed Rabiu Kwankwaso,NNPP,280
508,Adamawa,Mayo-belwa,Kachikwu Dumebi,ADC,116
509,Adamawa,Mayo-belwa,Umeadi Peter Nnanna Chukwudi,APGA,35
510,Adamawa,Mayo-belwa,Sani Yabagi Yusuf,ADP,94
511,Adamawa,Mayo-belwa,Imumolen Irene Christopher,A,17
512,Adamawa,Mayo-belwa,Almustapha Hamza,AA,12
513,Adamawa,Mayo-belwa,Sowore Omoyele Stephen,AAC,8
514,Adamawa,Mayo-belwa,Ojei Princess Chichi,APM,16
515,Adamawa,Mayo-belwa,Nnadi Charles Osita,APP,5
516,Adamawa,Mayo-belwa,Adenuga Sunday Oluwafemi,BP,9
517,Adamawa,Mayo-belwa,Osakwe Felix Johnson,NRM,49
518,Adamawa,Mayo-belwa,Abiola Latifu Kolawole,PRP,31
519,Adamawa,Mayo-belwa,Adebayo Adewole Ebenezer,SDP,28
520,Adamawa,Mayo-belwa,Ado-Ibrahim Abdulmalik,YPP,191
521,Adamawa,Mayo-belwa,Nwanyanwu Daniel Daberechukwu,ZLP,55
522,Adamawa,Michika,Tinubu Bola Ahmed,APC,
523,Adamawa,Michika,Abubakar Atiku,PDP,
524,Adamawa,Michika,Obi Peter Gregory,LP,
525,Adamawa,Michika,Musa Mohammed Rabiu Kwankwaso,NNPP,
526,Adamawa,Michika,Kachikwu Dumebi,ADC,
527,Adamawa,Michika,Umeadi Peter Nnanna Chukwudi,APGA,
528,Adamawa,Michika,Sani Yabagi Yusuf,ADP,
529,Adamawa,Michika,Imumolen Irene Christopher,A,
530,Adamawa,Michika,Almustapha Hamza,AA,
531,Adamawa,Michika,Sowore Omoyele Stephen,AAC,
532,Adamawa,Michika,Ojei Princess Chichi,APM,
533,Adamawa,Michika,Nnadi Charles Osita,APP,
534,Adamawa,Michika,Adenuga Sunday Oluwafemi,BP,
535,Adamawa,Michika,Osakwe Felix Johnson,NRM,
536,Adamawa,Michika,Abiola Latifu Kolawole,PRP,
537,Adamawa,Michika,Adebayo Adewole Ebenezer,SDP,
538,Adamawa,Michika,Ado-Ibrahim Abdulmalik,YPP,
539,Adamawa,Michika,Nwanyanwu Daniel Daberechukwu,ZLP,
540,Adamawa,Mubi North,Tinubu Bola Ahmed,APC,
541,Adamawa,Mubi North,Abubakar Atiku,PDP,
542,Adamawa,Mubi North,Obi Peter Gregory,LP,
543,Adamawa,Mubi North,Musa Mohammed Rabiu Kwankwaso,NNPP,
544,Adamawa,Mubi North,Kachikwu Dumebi,ADC,
545,Adamawa,Mubi North,Umeadi Peter Nnanna Chukwudi,APGA,
546,Adamawa,Mubi North,Sani Yabagi Yusuf,ADP,
547,Adamawa,Mubi North,Imumolen Irene Christopher,A,
548,Adamawa,Mubi North,Almustapha Hamza,AA,
549,Adamawa,Mubi North,Sowore Omoyele Stephen,AAC,
550,Adamawa,Mubi North,Ojei Princess Chichi,APM,
551,Adamawa,Mubi North,Nnadi Charles Osita,APP,
552,Adamawa,Mubi North,Adenuga Sunday Oluwafemi,BP,
553,Adamawa,Mubi North,Osakwe Felix Johnson,NRM,
554,Adamawa,Mubi North,Abiola Latifu Kolawole,PRP,
555,Adamawa,Mubi North,Adebayo Adewole Ebenezer,SDP,
556,Adamawa,Mubi North,Ado-Ibrahim Abdulmalik,YPP,
557,Adamawa,Mubi North,Nwanyanwu Daniel Daberechukwu,ZLP,
558,Adamawa,Mubi South,Tinubu Bola Ahmed,APC,
559,Adamawa,Mubi South,Abubakar Atiku,PDP,
560,Adamawa,Mubi South,Obi Peter Gregory,LP,
561,Adamawa,Mubi South,Musa Mohammed Rabiu Kwankwaso,NNPP,
562,Adamawa,Mubi South,Kachikwu Dumebi,ADC,
563,Adamawa,Mubi South,Umeadi Peter Nnanna Chukwudi,APGA,
564,Adamawa,Mubi South,Sani Yabagi Yusuf,ADP,
565,Adamawa,Mubi South,Imumolen Irene Christopher,A,
566,Adamawa,Mubi South,Almustapha Hamza,AA,
567,Adamawa,Mubi South,Sowore Omoyele Stephen,AAC,
568,Adamawa,Mubi South,Ojei Princess Chichi,APM,
569,Adamawa,Mubi South,Nnadi Charles Osita,APP,
570,Adamawa,Mubi South,Adenuga Sunday Oluwafemi,BP,
571,Adamawa,Mubi South,Osakwe Felix Johnson,NRM,
572,Adamawa,Mubi South,Abiola Latifu Kolawole,PRP,
573,Adamawa,Mubi South,Adebayo Adewole Ebenezer,SDP,
574,Adamawa,Mubi South,Ado-Ibrahim Abdulmalik,YPP,
575,Adamawa,Mubi South,Nwanyanwu Daniel Daberechukwu,ZLP,
576,Adamawa,Numan,Tinubu Bola Ahmed,APC,5115
577,Adamawa,Numan,Abubakar Atiku,PDP,8984
578,Adamawa,Numan,Obi Peter Gregory,LP,10229
579,Adamawa,Numan,Musa Mohammed Rabiu Kwankwaso,NNPP,168
580,Adamawa,Numan,Kachikwu Dumebi,ADC,270
581,Adamawa,Numan,Umeadi Peter Nnanna Chukwudi,APGA,19
582,Adamawa,Numan,Sani Yabagi Yusuf,ADP,49
583,Adamawa,Numan,Imumolen Irene Christopher,A,56
584,Adamawa,Numan,Almustapha Hamza,AA,13
585,Adamawa,Numan,Sowore Omoyele Stephen,AAC,42
586,Adamawa,Numan,Ojei Princess Chichi,APM,15
587,Adamawa,Numan,Nnadi Charles Osita,APP,14
588,Adamawa,Numan,Adenuga Sunday Oluwafemi,BP,34
589,Adamawa,Numan,Osakwe Felix Johnson,NRM,42
590,Adamawa,Numan,Abiola Latifu Kolawole,PRP,12
591,Adamawa,Numan,Adebayo Adewole Ebenezer,SDP,84
592,Adamawa,Numan,Ado-Ibrahim Abdulmalik,YPP,18
593,Adamawa,Numan,Nwanyanwu Daniel Daberechukwu,ZLP,154
594,Adamawa,Shelleng,Tinubu Bola Ahmed,APC,6213
595,Adamawa,Shelleng,Abubakar Atiku,PDP,14765
596,Adamawa,Shelleng,Obi Peter Gregory,LP,1028
597,Adamawa,Shelleng,Musa Mohammed Rabiu Kwankwaso,NNPP,69
598,Adamawa,Shelleng,Kachikwu Dumebi,ADC,3
599,Adamawa,Shelleng,Umeadi Peter Nnanna Chukwudi,APGA,15
600,Adamawa,Shelleng,Sani Yabagi Yusuf,ADP,30
601,Adamawa,Shelleng,Imumolen Irene Christopher,A,12
602,Adamawa,Shelleng,Almustapha Hamza,AA,9
603,Adamawa,Shelleng,Sowore Omoyele Stephen,AAC,3
604,Adamawa,Shelleng,Ojei Princess Chichi,APM,10
605,Adamawa,Shelleng,Nnadi Charles Osita,APP,10
606,Adamawa,Shelleng,Adenuga Sunday Oluwafemi,BP,9
607,Adamawa,Shelleng,Osakwe Felix Johnson,NRM,29
608,Adamawa,Shelleng,Abiola Latifu Kolawole,PRP,34
609,Adamawa,Shelleng,Adebayo Adewole Ebenezer,SDP,156
610,Adamawa,Shelleng,Ado-Ibrahim Abdulmalik,YPP,7
611,Adamawa,Shelleng,Nwanyanwu Daniel Daberechukwu,ZLP,39
612,Adamawa,Song,Tinubu Bola Ahmed,APC,10993
613,Adamawa,Song,Abubakar Atiku,PDP,20406
614,Adamawa,Song,Obi Peter Gregory,LP,8506
615,Adamawa,Song,Musa Mohammed Rabiu Kwankwaso,NNPP,1223
616,Adamawa,Song,Kachikwu Dumebi,ADC,196
617,Adamawa,Song,Umeadi Peter Nnanna Chukwudi,APGA,82
618,Adamawa,Song,Sani Yabagi Yusuf,ADP,117
619,Adamawa,Song,Imumolen Irene Christopher,A,26
620,Adamawa,Song,Almustapha Hamza,AA,26
621,Adamawa,Song,Sowore Omoyele Stephen,AAC,43
622,Adamawa,Song,Ojei Princess Chichi,APM,79
623,Adamawa,Song,Nnadi Charles Osita,APP,33
624,Adamawa,Song,Adenuga Sunday Oluwafemi,BP,46
625,Adamawa,Song,Osakwe Felix Johnson,NRM,79
626,Adamawa,Song,Abiola Latifu Kolawole,PRP,79
627,Adamawa,Song,Adebayo Adewole Ebenezer,SDP,98
628,Adamawa,Song,Ado-Ibrahim Abdulmalik,YPP,43
629,Adamawa,Song,Nwanyanwu Daniel Daberechukwu,ZLP,118
630,Adamawa,Toungo,Tinubu Bola Ahmed,APC,4163
631,Adamawa,Toungo,Abubakar Atiku,PDP,7401
632,Adamawa,Toungo,Obi Peter Gregory,LP,651
633,Adamawa,Toungo,Musa Mohammed Rabiu Kwankwaso,NNPP,59
634,Adamawa,Toungo,Kachikwu Dumebi,ADC,52
635,Adamawa,Toungo,Umeadi Peter Nnanna Chukwudi,APGA,32
636,Adamawa,Toungo,Sani Yabagi Yusuf,ADP,42
637,Adamawa,Toungo,Imumolen Irene Christopher,A,15
638,Adamawa,Toungo,Almustapha Hamza,AA,15
639,Adamawa,Toungo,Sowore Omoyele Stephen,AAC,15
640,Adamawa,Toungo,Ojei Princess Chichi,APM,15
641,Adamawa,Toungo,Nnadi Charles Osita,APP,10
642,Adamawa,Toungo,Adenuga Sunday Oluwafemi,BP,9
643,Adamawa,Toungo,Osakwe Felix Johnson,NRM,34
644,Adamawa,Toungo,Abiola Latifu Kolawole,PRP,13
645,Adamawa,Toungo,Adebayo Adewole Ebenezer,SDP,18
646,Adamawa,Toungo,Ado-Ibrahim Abdulmalik,YPP,21
647,Adamawa,Toungo,Nwanyanwu Daniel Daberechukwu,ZLP,32
648,Adamawa,Yola North,Tinubu Bola Ahmed,APC,
649,Adamawa,Yola North,Abubakar Atiku,PDP,
650,Adamawa,Yola North,Obi Peter Gregory,LP,
651,Adamawa,Yola North,Musa Mohammed Rabiu Kwankwaso,NNPP,
652,Adamawa,Yola North,Kachikwu Dumebi,ADC,
653,Adamawa,Yola North,Umeadi Peter Nnanna Chukwudi,APGA,
654,Adamawa,Yola North,Sani Yabagi Yusuf,ADP,
655,Adamawa,Yola North,Imumolen Irene Christopher,A,
656,Adamawa,Yola North,Almustapha Hamza,AA,
657,Adamawa,Yola North,Sowore Omoyele Stephen,AAC,
658,Adamawa,Yola North,Ojei Princess Chichi,APM,
659,Adamawa,Yola North,Nnadi Charles Osita,APP,
660,Adamawa,Yola North,Adenuga Sunday Oluwafemi,BP,
661,Adamawa,Yola North,Osakwe Felix Johnson,NRM,
662,Adamawa,Yola North,Abiola Latifu Kolawole,PRP,
663,Adamawa,Yola North,Adebayo Adewole Ebenezer,SDP,
664,Adamawa,Yola North,Ado-Ibrahim Abdulmalik,YPP,
665,Adamawa,Yola North,Nwanyanwu Daniel Daberechukwu,ZLP,
666,Adamawa,Yola South,Tinubu Bola Ahmed,APC,13552
667,Adamawa,Yola South,Abubakar Atiku,PDP,31774
668,Adamawa,Yola South,Obi Peter Gregory,LP,3469
669,Adamawa,Yola South,Musa Mohammed Rabiu Kwankwaso,NNPP,379
670,Adamawa,Yola South,Kachikwu Dumebi,ADC,173
671,Adamawa,Yola South,Umeadi Peter Nnanna Chukwudi,APGA,56
672,Adamawa,Yola South,Sani Yabagi Yusuf,ADP,112
673,Adamawa,Yola South,Imumolen Irene Christopher,A,34
674,Adamawa,Yola South,Almustapha Hamza,AA,64
675,Adamawa,Yola South,Sowore Omoyele Stephen,AAC,29
676,Adamawa,Yola South,Ojei Princess Chichi,APM,37
677,Adamawa,Yola South,Nnadi Charles Osita,APP,23
678,Adamawa,Yola South,Adenuga Sunday Oluwafemi,BP,22
679,Adamawa,Yola South,Osakwe Felix Johnson,NRM,98
680,Adamawa,Yola South,Abiola Latifu Kolawole,PRP,41
681,Adamawa,Yola South,Adebayo Adewole Ebenezer,SDP,45
682,Adamawa,Yola South,Ado-Ibrahim Abdulmalik,YPP,43
683,Adamawa,Yola South,Nwanyanwu Daniel Daberechukwu,ZLP,96
684,Akwa Ibom,Abak,Tinubu Bola Ahmed,APC,
685,Akwa Ibom,Abak,Abubakar Atiku,PDP,
686,Akwa Ibom,Abak,Obi Peter Gregory,LP,
687,Akwa Ibom,Abak,Musa Mohammed Rabiu Kwankwaso,NNPP,
688,Akwa Ibom,Abak,Kachikwu Dumebi,ADC,
689,Akwa Ibom,Abak,Umeadi Peter Nnanna Chukwudi,APGA,
690,Akwa Ibom,Abak,Sani Yabagi Yusuf,ADP,
691,Akwa Ibom,Abak,Imumolen Irene Christopher,A,
692,Akwa Ibom,Abak,Almustapha Hamza,AA,
693,Akwa Ibom,Abak,Sowore Omoyele Stephen,AAC,
694,Akwa Ibom,Abak,Ojei Princess Chichi,APM,
695,Akwa Ibom,Abak,Nnadi Charles Osita,APP,
696,Akwa Ibom,Abak,Adenuga Sunday Oluwafemi,BP,
697,Akwa Ibom,Abak,Osakwe Felix Johnson,NRM,
698,Akwa Ibom,Abak,Abiola Latifu Kolawole,PRP,
699,Akwa Ibom,Abak,Adebayo Adewole Ebenezer,SDP,
700,Akwa Ibom,Abak,Ado-Ibrahim Abdulmalik,YPP,
701,Akwa Ibom,Abak,Nwanyanwu Daniel Daberechukwu,ZLP,
702,Akwa Ibom,Eastern Obolo,Tinubu Bola Ahmed,APC,1674
703,Akwa Ibom,Eastern Obolo,Abubakar Atiku,PDP,2345
704,Akwa Ibom,Eastern Obolo,Obi Peter Gregory,LP,1345
705,Akwa Ibom,Eastern Obolo,Musa Mohammed Rabiu Kwankwaso,NNPP,
706,Akwa Ibom,Eastern Obolo,Kachikwu Dumebi,ADC,
707,Akwa Ibom,Eastern Obolo,Umeadi Peter Nnanna Chukwudi,APGA,
708,Akwa Ibom,Eastern Obolo,Sani Yabagi Yusuf,ADP,
709,Akwa Ibom,Eastern Obolo,Imumolen Irene Christopher,A,
710,Akwa Ibom,Eastern Obolo,Almustapha Hamza,AA,
711,Akwa Ibom,Eastern Obolo,Sowore Omoyele Stephen,AAC,
712,Akwa Ibom,Eastern Obolo,Ojei Princess Chichi,APM,
713,Akwa Ibom,Eastern Obolo,Nnadi Charles Osita,APP,
714,Akwa Ibom,Eastern Obolo,Adenuga Sunday Oluwafemi,BP,
715,Akwa Ibom,Eastern Obolo,Osakwe Felix Johnson,NRM,
716,Akwa Ibom,Eastern Obolo,Abiola Latifu Kolawole,PRP,
717,Akwa Ibom,Eastern Obolo,Adebayo Adewole Ebenezer,SDP,
718,Akwa Ibom,Eastern Obolo,Ado-Ibrahim Abdulmalik,YPP,
719,Akwa Ibom,Eastern Obolo,Nwanyanwu Daniel Daberechukwu,ZLP,
720,Akwa Ibom,Eket,Tinubu Bola Ahmed,APC,
721,Akwa Ibom,Eket,Abubakar Atiku,PDP,
722,Akwa Ibom,Eket,Obi Peter Gregory,LP,
723,Akwa Ibom,Eket,Musa Mohammed Rabiu Kwankwaso,NNPP,
724,Akwa Ibom,Eket,Kachikwu Dumebi,ADC,
725,Akwa Ibom,Eket,Umeadi Peter Nnanna Chukwudi,APGA,
726,Akwa Ibom,Eket,Sani Yabagi Yusuf,ADP,
727,Akwa Ibom,Eket,Imumolen Irene Christopher,A,
728,Akwa Ibom,Eket,Almustapha Hamza,AA,
729,Akwa Ibom,Eket,Sowore Omoyele Stephen,AAC,
730,Akwa Ibom,Eket,Ojei Princess Chichi,APM,
731,Akwa Ibom,Eket,Nnadi Charles Osita,APP,
732,Akwa Ibom,Eket,Adenuga Sunday Oluwafemi,BP,
733,Akwa Ibom,Eket,Osakwe Felix Johnson,NRM,
734,Akwa Ibom,Eket,Abiola Latifu Kolawole,PRP,
735,Akwa Ibom,Eket,Adebayo Adewole Ebenezer,SDP,
736,Akwa Ibom,Eket,Ado-Ibrahim Abdulmalik,YPP,
737,Akwa Ibom,Eket,Nwanyanwu Daniel Daberechukwu,ZLP,
738,Akwa Ibom,Esit Eket (uquo),Tinubu Bola Ahmed,APC,3819
739,Akwa Ibom,Esit Eket (uquo),Abubakar Atiku,PDP,4484
740,Akwa Ibom,Esit Eket (uquo),Obi Peter Gregory,LP,2555
741,Akwa Ibom,Esit Eket (uquo),Musa Mohammed Rabiu Kwankwaso,NNPP,
742,Akwa Ibom,Esit Eket (uquo),Kachikwu Dumebi,ADC,
743,Akwa Ibom,Esit Eket (uquo),Umeadi Peter Nnanna Chukwudi,APGA,
744,Akwa Ibom,Esit Eket (uquo),Sani Yabagi Yusuf,ADP,
745,Akwa Ibom,Esit Eket (uquo),Imumolen Irene Christopher,A,
746,Akwa Ibom,Esit Eket (uquo),Almustapha Hamza,AA,
747,Akwa Ibom,Esit Eket (uquo),Sowore Omoyele Stephen,AAC,
748,Akwa Ibom,Esit Eket (uquo),Ojei Princess Chichi,APM,
749,Akwa Ibom,Esit Eket (uquo),Nnadi Charles Osita,APP,
750,Akwa Ibom,Esit Eket (uquo),Adenuga Sunday Oluwafemi,BP,
751,Akwa Ibom,Esit Eket (uquo),Osakwe Felix Johnson,NRM,
752,Akwa Ibom,Esit Eket (uquo),Abiola Latifu Kolawole,PRP,
753,Akwa Ibom,Esit Eket (uquo),Adebayo Adewole Ebenezer,SDP,
754,Akwa Ibom,Esit Eket (uquo),Ado-Ibrahim Abdulmalik,YPP,
755,Akwa Ibom,Esit Eket (uquo),Nwanyanwu Daniel Daberechukwu,ZLP,
756,Akwa Ibom,Essien Udim,Tinubu Bola Ahmed,APC,
757,Akwa Ibom,Essien Udim,Abubakar Atiku,PDP,
758,Akwa Ibom,Essien Udim,Obi Peter Gregory,LP,
759,Akwa Ibom,Essien Udim,Musa Mohammed Rabiu Kwankwaso,NNPP,
760,Akwa Ibom,Essien Udim,Kachikwu Dumebi,ADC,
761,Akwa Ibom,Essien Udim,Umeadi Peter Nnanna Chukwudi,APGA,
762,Akwa Ibom,Essien Udim,Sani Yabagi Yusuf,ADP,
763,Akwa Ibom,Essien Udim,Imumolen Irene Christopher,A,
764,Akwa Ibom,Essien Udim,Almustapha Hamza,AA,
765,Akwa Ibom,Essien Udim,Sowore Omoyele Stephen,AAC,
766,Akwa Ibom,Essien Udim,Ojei Princess Chichi,APM,
767,Akwa Ibom,Essien Udim,Nnadi Charles Osita,APP,
768,Akwa Ibom,Essien Udim,Adenuga Sunday Oluwafemi,BP,
769,Akwa Ibom,Essien Udim,Osakwe Felix Johnson,NRM,
770,Akwa Ibom,Essien Udim,Abiola Latifu Kolawole,PRP,
771,Akwa Ibom,Essien Udim,Adebayo Adewole Ebenezer,SDP,
772,Akwa Ibom,Essien Udim,Ado-Ibrahim Abdulmalik,YPP,
773,Akwa Ibom,Essien Udim,Nwanyanwu Daniel Daberechukwu,ZLP,
774,Akwa Ibom,Etim Ekpo,Tinubu Bola Ahmed,APC,5182
775,Akwa Ibom,Etim Ekpo,Abubakar Atiku,PDP,4733
776,Akwa Ibom,Etim Ekpo,Obi Peter Gregory,LP,1711
777,Akwa Ibom,Etim Ekpo,Musa Mohammed Rabiu Kwankwaso,NNPP,
778,Akwa Ibom,Etim Ekpo,Kachikwu Dumebi,ADC,
779,Akwa Ibom,Etim Ekpo,Umeadi Peter Nnanna Chukwudi,APGA,
780,Akwa Ibom,Etim Ekpo,Sani Yabagi Yusuf,ADP,
781,Akwa Ibom,Etim Ekpo,Imumolen Irene Christopher,A,
782,Akwa Ibom,Etim Ekpo,Almustapha Hamza,AA,
783,Akwa Ibom,Etim Ekpo,Sowore Omoyele Stephen,AAC,
784,Akwa Ibom,Etim Ekpo,Ojei Princess Chichi,APM,
785,Akwa Ibom,Etim Ekpo,Nnadi Charles Osita,APP,
786,Akwa Ibom,Etim Ekpo,Adenuga Sunday Oluwafemi,BP,
787,Akwa Ibom,Etim Ekpo,Osakwe Felix Johnson,NRM,
788,Akwa Ibom,Etim Ekpo,Abiola Latifu Kolawole,PRP,
789,Akwa Ibom,Etim Ekpo,Adebayo Adewole Ebenezer,SDP,
790,Akwa Ibom,Etim Ekpo,Ado-Ibrahim Abdulmalik,YPP,
791,Akwa Ibom,Etim Ekpo,Nwanyanwu Daniel Daberechukwu,ZLP,
792,Akwa Ibom,Etinan,Tinubu Bola Ahmed,APC,4505
793,Akwa Ibom,Etinan,Abubakar Atiku,PDP,10455
794,Akwa Ibom,Etinan,Obi Peter Gregory,LP,4180
795,Akwa Ibom,Etinan,Musa Mohammed Rabiu Kwankwaso,NNPP,346
796,Akwa Ibom,Etinan,Kachikwu Dumebi,ADC,121
797,Akwa Ibom,Etinan,Umeadi Peter Nnanna Chukwudi,APGA,31
798,Akwa Ibom,Etinan,Sani Yabagi Yusuf,ADP,39
799,Akwa Ibom,Etinan,Imumolen Irene Christopher,A,55
800,Akwa Ibom,Etinan,Almustapha Hamza,AA,16
801,Akwa Ibom,Etinan,Sowore Omoyele Stephen,AAC,34
802,Akwa Ibom,Etinan,Ojei Princess Chichi,APM,21
803,Akwa Ibom,Etinan,Nnadi Charles Osita,APP,14
804,Akwa Ibom,Etinan,Adenuga Sunday Oluwafemi,BP,17
805,Akwa Ibom,Etinan,Osakwe Felix Johnson,NRM,29
806,Akwa Ibom,Etinan,Abiola Latifu Kolawole,PRP,10
807,Akwa Ibom,Etinan,Adebayo Adewole Ebenezer,SDP,31
808,Akwa Ibom,Etinan,Ado-Ibrahim Abdulmalik,YPP,1485
809,Akwa Ibom,Etinan,Nwanyanwu Daniel Daberechukwu,ZLP,161
810,Akwa Ibom,Ibeno,Tinubu Bola Ahmed,APC,878
811,Akwa Ibom,Ibeno,Abubakar Atiku,PDP,3246
812,Akwa Ibom,Ibeno,Obi Peter Gregory,LP,2403
813,Akwa Ibom,Ibeno,Musa Mohammed Rabiu Kwankwaso,NNPP,
814,Akwa Ibom,Ibeno,Kachikwu Dumebi,ADC,
815,Akwa Ibom,Ibeno,Umeadi Peter Nnanna Chukwudi,APGA,
816,Akwa Ibom,Ibeno,Sani Yabagi Yusuf,ADP,
817,Akwa Ibom,Ibeno,Imumolen Irene Christopher,A,
818,Akwa Ibom,Ibeno,Almustapha Hamza,AA,
819,Akwa Ibom,Ibeno,Sowore Omoyele Stephen,AAC,
820,Akwa Ibom,Ibeno,Ojei Princess Chichi,APM,
821,Akwa Ibom,Ibeno,Nnadi Charles Osita,APP,
822,Akwa Ibom,Ibeno,Adenuga Sunday Oluwafemi,BP,
823,Akwa Ibom,Ibeno,Osakwe Felix Johnson,NRM,
824,Akwa Ibom,Ibeno,Abiola Latifu Kolawole,PRP,
825,Akwa Ibom,Ibeno,Adebayo Adewole Ebenezer,SDP,
826,Akwa Ibom,Ibeno,Ado-Ibrahim Abdulmalik,YPP,
827,Akwa Ibom,Ibeno,Nwanyanwu Daniel Daberechukwu,ZLP,
828,Akwa Ibom,Ibesikpo Asutan,Tinubu Bola Ahmed,APC,6480
